s_no,artist,title,art_movement,museum_venue,country_of_origin,has_text,primary_medium,medium,work_size,date,representation,representation_semi,kinetic,map,map2,spatial_dimension,spatial_dimension2,pl,si,va,te,co,or,sh,reflection,po,li,ar,notes
305,Barry Le Va ,Pyramid: Center Points and Lengths (Through Points of Tangency): 3 Layers Separately Overlaid,,MoMA,America,FALSE,drawing,"drawing, ink on colored paper",107 x 320 cm,1974,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,2,1,0,1,3,3,FALSE,5,5,0,"repetition & system to place lines, 2 colors, system to make work, animates space between almost signature-like marks, diagram-like, the shorter lines are so short that in some ways they read as points, puzzle as to what this is and how it was made"
306,Ant Farm,Cadillac Ranch Show,,MoMA,America,FALSE,photography,"photo, still from video (color, sound)",16:40 min video,1974,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,4,1,0,0,0,5,4,FALSE,0,0,5,"repetition & placing of utilitarian objects in way they can't be used, series of 10 different model Cadillacs (each features one step in evolution of the tail fin 1949-1963) half buried in ground. Consumerism, absurdity, why, how"
307,James Turrell ,Frontal Passage,,MoMA,America,FALSE,installation,"installation, light",392 x 686 x 1036 cm,1994,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,5,5,0,0,1,FALSE,0,0,5,"use of colored light, can't work out physical depth of space, can't see what is making the light, only the effect that it gives: light is given a physical presence"
308,Joan Waltemath ,Untitled,,MoMA,America,TRUE,drawing,"drawing, pencil & colored pencil on diazotype",107 x 122 cm,1994,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,3,4,1,0,1,1,FALSE,3,5,5,"slim grid, off center, select rectangles, creating spatial effect, restrained selection, seeming notations / measurements around outer edge, spatial depth & complexity from different values, shapes, placements"
309,Raoul De Keyser,Forcalquier A1,,MoMA,Belgium,FALSE,painting,"painting, watercolor on paper",30 x 21 cm,1993,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,5,5,1,0,1,FALSE,0,5,5,"thin, washes simple 3 line format, not straight lines, spare, subtle confounding abstractions, economical means, overpainting lines, washy texture of paint"
310,David Ireland,"Untitled from A variation on 79, side to side passes on a dumball, dedicated to the memory of John Cage 1912-1992",conceptual,MoMA,America,FALSE,print,"print, one from a portfolio of five etching & drypoints",37 x 90 cm,1993,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,4,3,0,4,4,FALSE,0,5,0,"overlaying wandering thin lines on top of straight music line paper, smudgedness, difference between thinness of lines & sense of result of physical process, presume this used chance, rolling of dumball, what is this, what does it record, how is it in places so light & fluid if created with heavy object"
311,Michael Krebber ,Untitled (1),,Greene Naftali Gallery and MoMA,Germany,FALSE,painting,"painting, lacquer on canvas",160 x 120 cm,2013,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,5,5,0,0,3,FALSE,5,5,3,"spray paint, empty space, pixelation, minimal means, sense of shading creates odd space, what is it, how is it made, what are the space & objects depicted"
312,Glenn Ligon,Study for Black Like Me. #2,,MoMA,America,TRUE,painting,"painting, oilstick on paper",81 x 38 cm,1992,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,4,5,0,0,1,FALSE,3,5,5,"overlapping text, smudging paint, black all-capital oil-stick stenciled letters, repeated text, maybe slightly closer towards the bottom, definitely much darker, smudged ground & hard to read text"
313,Al Taylor,Untitled,,MoMA,America,FALSE,sculpture,"sculpture, wooden broomsticks w/ enamel paint mounted on formica laminate",152 x 89 x 56 cm,1988,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,1,3,0,4,3,FALSE,0,5,0,"suspension, use of paint to change look of object, can't quite work out what this wrapped item is or how handle holds up, complex, folded up lines"
314,Hannah Wilke ,Hername,,MoMA,America,TRUE,print,"print, sixteen etchings on one sheet",93 x 67 cm,1991,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,4,0,0,0,0,FALSE,3,5,0,"self-description using text, words like ""epiphany,"" ""chance"" & ""thank you"" which include the letters ""h,"" ""a"" & ""n."" She stacked 6 copies of each phrase, shifting them left & right, capitalizing the key letters so each vertical block spells ""HANNAH"". From distance this capitalization reads as a darker vertical line crossing at different points & each block reads as an arrow. Small size of letters in relation to paper & value are quiet but maybe not uncertainty though"
315,John Cage,River Rock and Smoke 4/13/90 #5,conceptual,MoMA,America,FALSE,painting,"painting, soot & watercolor on paper",133 x 38 cm,1990,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,4,4,0,0,2,FALSE,0,0,5,"called 'River Rock and Smoke', materials are soot & watercolor, empty space, placement of shape of rock at bottom of vertical seen against vaporous, light marks; here chance operations are performed by smoke settling in the fibers of the paper to imprint swirling structures - demonstrates the interaction of the 4 elements: earth, air, fire, & water. use of chance & systems in his work"
316,John Cage ,IX from Mushroom Book,conceptual,MoMA,America,TRUE,print,"print, lithograph",57 x 51 cm,1972,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,3,1,0,4,1,FALSE,0,5,0,"overlapping text & erasure & different angles & writing off the page, all directions"
317,David Rabinowitch,Helleboros,,MoMA,Canada,FALSE,drawing,"drawing, charcoal & crayon on paper",203 x 229 cm,1990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,2,4,4,0,0,0,FALSE,0,5,0,"repetition & incompleteness, floating repeated varying lines, sense of handmade, uneven edges, varying weights, thick charcoal & thin crayon markmaking"
318,Gerhard Richter ,24.4.90,conceptual,MoMA,Germany,FALSE,drawing,"drawing, pencil on paper",21 x 30 cm,1990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,4,5,0,2,2,FALSE,3,5,5,"illusion, possible folds in paper / erasure lines, shadows, varied line orientation, hard to tell the space, lines over the points, different systems"
319,Philip-Lorca diCorcia,"William Charles Everlove; 26 years old; Stockholm, Sweden via Arizona; $40",,MoMA,America,FALSE,photography,"photo, chromogenic color print",60 x 89 cm,1992,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,2,0,2,0,4,TRUE,0,0,5,"theatrically constructed photos, storytelling, unstable meaning, hard to tell if person is inside or out (reflection), call into question normal relationship of appearance to truth in photography"
320,"Tim Rollins, K.O.S. (Kids of Survival) ",VIII from The Temptation of Saint Antony I-XIV,,MoMA,America,TRUE,print,"print, one from a portfolio of 14 aquatints on xerograph with chine collÃŒÂ©",21 x 14 cm,1989,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,2,4,0,2,3,FALSE,5,5,5,"overlapping, abstract & text combined, K.O.S. is a group, fyi. Interesting use of texture over text - poured opposite way - to give unsettling effect"
321,Alan Saret ,Untitled,,James Cohan Gallery also MoMA,America,FALSE,sculpture,"sculpture, tin coated copper wire",105 x 31 x 28 cm,c. 1975,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,4,4,3,0,4,4,FALSE,0,5,0,"abstract, suspended, lightweight, partially see-through, different weights of wire, delicacy & suggestion & searching quality to this work"
322,Gego (Gertrud Goldschmidt),"Ledge II, no. 88/37",,MoMA,Germany,FALSE,sculpture,"sculpture, steel, lead & plastic",200 x 40 x 40 cm,1988,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,3,3,3,0,4,4,FALSE,0,5,0,"suspended, combination of materials, varied quality of lines, dense wire activity, description of almost architectural shape, plastic tubes connecting each of the 4 areas"
323,Michael Heizer,Levitated Mass,,Gagosian also MoMA,America,FALSE,sculpture,"sculpture, diorite granite, concrete",13900 x 670 x 1080 cm,2012,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,4,0,4,0,0,1,FALSE,0,0,5,"very heavy large rock, balanced across slanted walkway between 2 walls, looks placed precariously"
324,Fred Sandback,"Untitled (Fourth of Ten Corner Constructions, Sculptural Study, Yellow Version)",,David Zwirner also MoMA,America,FALSE,sculpture,"sculpture, gold acrylic yarn",247 x 78 x 178 cm,c.1981,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,3,2,2,1,2,2,FALSE,0,5,0,"placing of parallel lines across a corner to convey sense of an outlined space, openness of space described by yarn, position off the ground & across the corner"
325,Harry Callahan,Detroit,,MoMA,America,FALSE,photography,"photo, gelatin silver print",8 x 11 cm,1943,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,0,4,2,0,0,2,FALSE,0,3,5,"repetition, overlaying & semi-transparent, multiple techniques (transparency, repeating, overlaying images) which creates some uncertainty"
326,Georg Herold ,Earthquake Piece,,MoMA,Germany,FALSE,photography,"photo, photolithograph",48 x 70 cm,1989,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,0,0,0,4,FALSE,0,0,5,"repetition of partial images of forehead frown lines in grid format, different shapes, selection of foreheads only, interesting cut-off images in repeated format, not quite uncertain but interesting idea for uncertainty"
327,Not Vital,Untitled,,MoMA,Switzerland,FALSE,painting,"painting, synthetic polymer paint and oil stick on paper",192 x 153 cm,1984,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,4,0,0,4,FALSE,0,5,5,"half abstract, half representational, markmaking, sparseness of objects, different handling of paint, hard to tell what objects are"
328,Joseph Beuys,I Like America and America Likes Me,,Tate also MoMA,Germany,FALSE,photography,"photo, still image of 3 day performance",3 days,1984,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4,0,0,0,0,0,3,FALSE,0,0,5,"threat of combination of coyote & human, 3 days performance in room w/ coyote"
329,George Maciunas,Same Card Flux Deck,fluxus,MoMA,  Lithuania / America,TRUE,sculpture,"sculpture, plastic box with offset label, containing 52 identical cards",8 x 9 x 3 cm,1983,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,4,FALSE,0,0,5,"repetition of cards, impossible to find in a deck, know that there aren't identical cards in a pack"
330,Jan Tarasin,Beach,,MoMA,Poland,FALSE,print,"print, screenprint",35 x 50 cm,1983,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,1,0,1,0,4,FALSE,5,5,5,"multiple small, overlayered shapes, repetition, 2 colors, interesting way that 2 different kinds of imagery (symbols & representational) are overlaid in linear repetition"
331,Jake Berthot,Third House for Edgar Hofschen #3,,MoMA,America,FALSE,drawing,"drawing, ink & pencil on paper",35 x 56 cm,1979,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,2,3,0,0,4,FALSE,0,5,5,"hand-drawn scribbled marks, thin layers of wash, quality of ink drawing line, searching shaky drawn line in different directions over washy ground, hard to define"
332,Nasreen Mohamedi ,Untitled,,MoMA,India,FALSE,drawing,"drawing, pencil & ink on graph paper",18 x 18 cm,c.1977,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,4,1,0,3,0,FALSE,0,5,0,"parallel, angled, differences in repetition, layering of systems, on gridded paper, light marks against light grid w/ some darker lines, lightness of touch, layering of lines at 2 angles & horizontal"
333,Nam June Paik,Untitled,fluxus,MoMA,Korea / America,TRUE,sculpture,"sculpture, player piano, 15 televisions, 2 cameras, 2 laser disc players, 1 electric light & light bulb, & wires",254 x 267 x 122 cm,1993,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4,1,0,1,1,3,4,FALSE,0,0,5,"multiple monitors on top of - self-playing - player piano, moving images, balancing, moving videos, screens piled on top of each other, different ways up, video of closeups of the self-playing piano"
334,Marcel Broodthaers ,Un coup de dÃ©s jamais n'abolira le hasard (A throw of the dice will never abolish chance),conceptual,MoMA,Belgium,FALSE,print,"print, mechanical engraving & paint on 12 aluminum plates",32 x 50 x 0.3 cm,1969,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,0,1,0,0,2,FALSE,0,5,3,"blocking out lines of text, erasure, varying widths, lines over writing, what is underneath, here shows one in sequence of 12"
335,Arman,I Still Use Brushes,,MoMA,France / America,FALSE,sculpture,"sculpture, brushes embedded in plastic, in acrylic box",203 x 203 cm,1969,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,2,0,3,0,3,3,FALSE,0,5,5,"repetition of real objects in plastic, multiple paintbrushes, different shapes & sizes, all same color handle, laid out in parallel, in rows partly overlaid, accumulations, encased within somewhat gooey, off-white plastic, in box"
336,Brion Gysin ,Plateau Beaubourg,,MoMA,UK,FALSE,drawing,"drawing, ink & cut-and-pasted gelatin silver prints on paper",28 x 32 cm,1974,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,3,4,0,2,4,FALSE,0,5,5,"repetition, different sizes & scales, some overlapping, sense of collage, different lines & areas overlapping, complex spatial effects"
337,Paul Thek,_Fishman in Excelsis Table_,,Whitney also MoMA,America,FALSE,sculpture,"sculpture, mixed media: wood, latex, wax, metal, paint, fabric, string, & Styrofoam",75 x 90 x 239 cm,1971,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,2,0,3,0,0,4,FALSE,0,3,5,"suspension & materials, suspended table high up near ceiling, materials bound under table cloth hanging down, old materials, skeleton, body parts, represent effigy of Thek surrounded by fish & looking like Christ, aka the fisherman"
338,Mira Schendel ,Untitled from the series Graphic objects (Objetos grÃ¡ficos),,MoMA,Switzerland / Brazil,TRUE,drawing,"drawing, graphite, transfer type, and oil on paper between
transparent acrylic sheets with transfer type",100 x 100 x 1 cm,1967,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,4,4,2,0,2,4,FALSE,3,5,3,"overlaying, scale, use of backwards & forwards letters, repetition w/ different sizes & values, mix of letters, cartographic symbols & sense of landscape, spatial effects"
339,Dick Higgins,Symphony #269 from The Thousand Symphonies,fluxus,MoMA,UK,TRUE,drawing,"drawing, spray paint on 3 sheets of offset printed musical composition paper",57 x 45 cm,1968,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,4,1,0,3,FALSE,0,5,5,"spraying / pouring, sprayed splotches on top of music lines, spatial effects"
340,James Boynton ,Untitled,,MoMA,America,FALSE,print,"print, lithograph",28 x 26 cm,1967,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,4,0,0,2,FALSE,0,5,5,"shadow & sense of suspension, placing sphere in 'box' w/ shadow as if suspended, textural quality of sphere"
341,Paul Sharits,Spasmatic Pain I (Boulder Community Hospital),,MoMA,America,FALSE,drawing,"drawing, felt-tip pen on paper",72 x 51 cm,1981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,0,0,3,2,5,FALSE,3,5,0,"overlapping zig-zag lines largely going across the drawing paper, confusing space, quality of marks, particular colors, what are these lines, are they drawn left handed, are some of them very scrawled signatures?"
342,Sheila Hicks ,Unfinished Conversation,,SIkkema Jenkins Gallery also MoMA,America,FALSE,painting,"painting, wool, linen, wood, aluminum",105 x 105 cm,2015,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,3,4,0,1,3,FALSE,0,5,5,"half woven & half not, use of one color, 'basic' use of materials, jagged sides of woven horizontal shape, not really a painting, a sculpture or an object, more of a woven piece"
343,Hi Red Center,Canned Mystery,fluxus,MoMA,Japan,TRUE,sculpture,"sculpture, sealed metal can with label, containing unknown contents",8 x 7 x 7 cm,1964,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,0,2,3,1,4,FALSE,0,0,5,"group - use of red exclamation symbol onclosed object, can, creates questions/ uncertainty"
344,Lucio Fontana ,Concetto Spaziale from Six Original Etchings (Sei Acqueforti Originali),,MoMA,Argentina / Italy,FALSE,print,"print, one from a portfolio of 6 etchings with embossing",64 x 50 cm,1964,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,1,4,0,0,4,FALSE,5,3,5,"appearance of differently shaped holes, gorged, almost in 4 columns starting at different heights, scored surface lines describing oval around the holes and selectively placed parallel lines; surface appears to be pierced through forcefully, how made, why made, what do they represent"
345,Heinz Mack,Untitled,ZERO,MoMA,Gernany,FALSE,print,"print, lithograph",27 x 32 cm,1961,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,2,1,1,0,3,4,FALSE,0,5,0,"op, light & kinetic art, here parallel, jagged lines, quality of lines, optical almost blurring effect, repetition of very close thin lines, path of each wavering line"
346,Jean Tinguely,Fragment from Homage to New York,,MoMA,Switzerland,FALSE,sculpture,"sculpture, painted metal, fabric, tape, wood, & rubber tires",204 x 75 x 223 cm,1960,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,4,0,0,2,0,2,4,FALSE,0,5,5,"this is one small piece of huge self-destructing machine, Â‰Ã›Ãèself-constructing and self-destroying work of art,Â‰Ã›Âù which was set in motion in MoMA's sculpture garden during performance, sound, painted, moved, explosion, color smoke; performance stopped by fire dept, this piece includes some bicycle parts, multiple wheels, seat, paint can, long arching rod"
347,Jean Dubuffet ,Four Scribbles (Quatre gribouillis),,MoMA,France,TRUE,drawing,"drawing, ink on paper",27 x 21 cm,1960,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,2,0,2,4,FALSE,0,5,0,"lettering, repetition, overlaying of scribbled writing each almost forming oval shape, suspended in 4 areas one on top of each other, faint backwards letters in some places (on back of paper?)"
348,Otto Piene ,Untitled (Smoke Drawing),kinetic art,MoMA,Germany,FALSE,drawing,"drawing, soot on paper",51 x 73 cm,1959,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,2,4,0,0,0,FALSE,5,0,3,"use of soot, repetition & overlapping, quality of material & varying repetition, seems volumetric, darker where overlapped, layers of holes across paper creating shape, uneven edge along the bottom"
349,Alberto Giacometti,Point to the Eye,,MoMA,France,FALSE,sculpture,"sculpture, wood & metal",12 x 61 x 36 cm,1932,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,0,1,0,0,4,FALSE,0,3,5,"suspended in mid-air, and semi-abstract, what is it, surrealist, what seems to describe a tiny head w/ a long shank of plaster, something like a tusk, very nearly jabbing it in the eye, uncomfortable relation of objects to each other"
350,Francis Thompson,Concave Orange with Hole on Plate,,MoMA,America,FALSE,photography,"photo, chromogenic color print",23 x 33 cm,1959,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,2,4,FALSE,0,0,5,"distortion, can't fully recognize objects"
351,Joseph Cornell,Untitled (Dieppe),,MoMA,America,TRUE,sculpture,"sculpture, mixed media: wood box w/ glass over painted background containing corkball, metal rods, metal bracelet, nails, & stamp, w/ book pages on reverse",20 x 32 x 10 cm,c. 1958,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,0,1,0,0,4,FALSE,0,5,5,"Â‰Ã›Ãèshadow boxes become poetic theater or settings wherein are metamorphosed the elements of a childhood pastime. The fragile, shimmering globules become the shimmering but more enduring planetsÂ‰Ã›Ã“a connotation of moon and tidesÂ‰Ã›Ã“the association of water less subtle, as when driftwood pieces make up a proscenium to set off the dazzling white of sea foam and billowy cloud crystallized in a pipe of fancy.Â‰Ã›Âù  Among the earliest examples of assemblage; surrealist, unexpected juxtapositions, here ball on rails & suspended circle w/ empty space, hard to fathom"
352,Forrest Bess,Untitled,,MoMA,America,FALSE,painting,"painting, oil on canvas with wood frame",25 x 36 cm,1957,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,2,2,1,3,4,4,FALSE,0,5,5,"line suspended into empty space, illusion of deep recession, line w/ 2 half stripes on it - train tracks - curved, suspended, gets smaller, going into empty space / setting sun above the horizon"
353,Merce Cunningham,Suite by Chance (Movement Chart II C-D-E Extensions),,MoMA,America,TRUE,drawing,"drawing, ballpoint pen & pencil on graph paper",18 x 17 cm,1952,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,4,4,FALSE,0,5,0,"repetition, grid, notations, words, erasure, scribbles, choice, multidirection notation on squared paper, use of chance, choreographic chart to follow for performance - movement chart II. Â‰Ã›Ãèchoreography by chance,Â‰Ã›Âù a technique in which selected isolated movements are assigned sequence by such random methods as tossing a coin - in Suite by Chance the movement patterns themselves were so constructed"
354,Julius Bissier,Untitled,,MoMA,Germany,FALSE,print,"print, lithograph",size unknown,1950,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,3,3,0,2,4,FALSE,0,5,5,"large isolated, abstract marks, looks as if it is made with brush even though it is a lithograph, hard to tell what the shapes are, leaning, thinner lines & larger areas, textural"
355,Philip Guston,Untitled,,MoMA,America,FALSE,painting,"painting, synthetic polymer paint on paper",76 x 102 cm,1963,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,2,3,2,3,4,FALSE,0,5,3,"overlayering, cross hatching, smudging, hard to tell what the 2+ shapes are, they are partly being encroached on by brushstrokes, overlaid space, painting doesn't go to edge, energetic thick brushstrokes, space inbetween brushstrokes so ground and shapes are not solid"
356,Sylvia Wald,Spirit's Constellation,,MoMA,America,FALSE,print,"print, serigraph, printed in color",39 x 52 cm,1952,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,2,1,3,1,3,4,FALSE,3,5,5,"overlaying & texture, liquid materials, vaporous shapes, crisp parallel small notations grouped in different orientations almost looks like closeup of textural wool or scientific cells, partly curving out in different directions from center, one splash of color, hard to tell what the space is & what it is"
357,Louise Bourgeois,Untitled,,MoMA,France / America,FALSE,drawing,"drawing, ink, charcoal, & gouache on paper",50 x 65 cm,1949,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,2,3,1,4,4,FALSE,0,5,3,"repetition of slightly curving leaning shapes w/ one side w/ parallel lines; blank spaces, one spot of color, use of space & repeated shapes (figures / trees / knives?) & one area of color which is hard to define, lines made with range of materials, hard to tell what the repeated vertical shapes represent / describe or the parallel fainter horizontal directional lines. some shapes go from top to bottom, most are much less tall"
358,Alexander Calder,The Bicycle,kinetic art,MoMA,France,FALSE,sculpture,"sculpture, wood, metal, motor, cord, & steel wire",156 x 150 x 66 cm,1968,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4,1,1,0,0,4,1,FALSE,0,0,0,"motor driven sculpture, machine, light suspended parts, small moving parts, kinetic machine"
359,Philippe Halsman,Dali Atomicus,,MoMA,Latvia / America,FALSE,photography,"photo, gelatin silver print",26 x 33 cm,1948,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,0,1,0,0,1,FALSE,3,3,5,"staged photo, movement, combination of elements, shadow, depicting movement in space, objects in mid-air, arc of water, droplets off cats in mid-air, theatrical, surrealist"
360,Mark Rothko ,No. 5/No. 24,abstract expressionism,MoMA,Latvia / America,FALSE,painting,"painting, oil on canvas",86 x 128 cm,1948,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,4,4,4,0,4,FALSE,0,3,5,"floating shapes, shapes almost hovering, orange / siena ground creates vibrant contrast w/ values, varied particular shapes but hard to tell what they allude to, all sited underneath light brown shape extending horizontally 1/3 way down canvas, textural thin brushmarks"
361,LÃ¡szlÃ_ Moholy-Nagy,"Vertical Black, Red, Blue",,LACMA also MoMA,Hungary,FALSE,sculpture,"sculpture, oil & incised lines on molded Plexiglas, on original base",43 x 29 x 10 cm,1945,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,1,4,3,1,1,2,FALSE,5,5,5,"floating shape incised w/ circular overlapping lines on molded plexi, use of molded, transparent plexi - surface is not flat & it is see-through; red, black dots in lines creating radiating shapes, hard to tell where these are because of plexi they are on; also made kinetic works & used light. here both surface and placement of dotted lines on this surface create uncertainty"
362,BrassaÃ¯ (Gyula HalÃ¡sz),Buttress of the Elevated,,MoMA,Transylvania / France,FALSE,photography,"photo, gelatin silver print",38 x 49 cm,1935,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,5,1,0,0,2,FALSE,0,0,5,"cast shadow, space and darkness, strong value contrasts, hard to tell what is in the shadow, shadow reads almost figuratively, sharp perspective, somewhat sinister "
363,M. C. Escher ,Relativity,,MoMA,Denmark,FALSE,print,"print, lithograph",30 x 29 cm,1953,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,0,0,5,1,FALSE,0,5,5,"space & different mathematical perspectives combined together, space changes as you look at different parts of the image, different orientations, different surfaces, multiple stairways, doors, arches leading to outdoors, figures; normal laws of gravity don't apply"
364,Clyfford Still ,1944-N No. 2,abstract expressionism,MoMA,America,FALSE,painting,"painting, oil on canvas",265 x 221 cm,1944,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,3,4,2,2,1,4,FALSE,0,3,5,"space & angular shapes & mostly black 'ground', jagged off center lines, dark space, some lines are vertical, one long one runs across and plunges down the canvas, balanced by small green on right, insistent, black marks show, large canvas, what is this, striking, particular shapes against immense of dark ground"
365,Harold E. Edgerton,Milk Drop,,MoMA,America,FALSE,photography,"photo, gelatin silver print",24.3 x 19.4 cm,c.1936,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,2,0,0,0,4,FALSE,5,0,5,"combined high-tech strobe lights w/ camera shutter motors to capture moments, movement in time that eye can't perceive; milk drops caught in mid-air, uncertainty of what it is & how it has been done"
366,Meret Oppenheim ,Object,surrealism,MoMA,Germany / Switzerland,FALSE,sculpture,"sculpture, fur-covered cup, saucer, & spoon",24 cm diameter x 7 cm height x 20 cm long,1936,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,0,5,0,0,2,FALSE,0,0,5,"real object, cup, saucer & spoon, covered w/ a different material, juxtaposition of material & functionality, sense of feel of fur on lips, alludes to other things, surrealist, uncomfortable"
367,Paul Outerbridge,H-O Box,,MoMA,America,TRUE,photography,"photo, platinum print",11 x 8 cm,1923,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,4,0,0,0,3,FALSE,0,3,5,"relative sizes, semi-abstract, use of shadows, scale, size & shadow strange, eerie, box shadow seems somewhat like a building, reduction of objects into semi-abstract forms"
368,RenÃ© Magritte ,The Thought Which Sees,surrealism,MoMA,France,FALSE,drawing,"drawing, pencil on paper",40 x 30 cm,1965,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,1,3,2,0,1,4,FALSE,0,5,5,"combination of images together & within images, collage-like, hard to tell relationship of figures, which way each is facing, no facial descriptions, grey tones, striking short lines in some areas parallel, elsewhere crosshatched, surreal"
369,Edward Hopper ,House by the Railroad,,MoMA,America,FALSE,painting,"painting, oil on canvas",61 x 74 cm,1925,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,4,0,3,0,4,FALSE,0,3,5,"isolated building, blank windows, moody colors, empty, quiet, eerie, some windows seem blank, no belongings in sight"
370,Paul Klee,"Queen of Hearts (Herzdame) from the periodical Der Ararat. Glossen, Skizzen und Notizen zur Neuen Kunst vol. 2, no. 4",,MoMA,Switzerland,FALSE,print,"print, lithograph",26 x 18 cm,1921,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,3,4,0,4,4,FALSE,3,5,3,"semi-abstract, use of empty areas, combines parts of representation together, hard to tell what it is, quality of line, print textural quality"
